donation_id,donor_id,donation_date,donation_type,donation_amount,payment_method_x,campaign,name,age_group,gender,email,country,newsletter_opt_in,payment_method_y,referral_channel,sector
DON002141,a713e763-3e12-4a39-b1ee-2c6ed9adf8ea,2024-06-16,Recurring,33.82,Paypal,Defend the Great Apes,Carol Garcia,50-65,Female,carol.garcia@example.com,Canada,False,Paypal,Word of mouth,Technology
DON002142,a39ee62d-f55f-40a5-82f7-5010d7b11dbf,2024-02-28,One-time,43.82,Credit Card,Habitat for Hope,Shawn Kelley,30-49,Male,shawn.kelley@example.com,Germany,True,Credit Card,Website,Healthcare
DON002143,7a8e9c80-2e56-4ec7-966b-f0b12eb35a86,2024-11-15,One-time,113.33,Bank Transfer,Jungle Education Project,James Hubbard,50-65,Male,james.hubbard@example.com,UK,True,Bank Transfer,Online advertising,Energy
DON002144,4f2b5760-4e06-41a6-b2be-fe9aeb87d8be,2024-03-07,One-time,58.25,Bank Transfer,Rescue Orphaned Gorillas,Deborah Moore,50-65,Female,deborah.moore@example.com,Brazil,False,Bank Transfer,Social Media,Environment
DON002145,98154471-88ea-4e0d-ad67-3d6938b91f5d,2025-03-09,Recurring,75.31,Bank Transfer,Jungle Education Project,Stacey Parker,66-80,Female,stacey.parker@example.com,France,False,Bank Transfer,Website,Healthcare
DON002146,98154471-88ea-4e0d-ad67-3d6938b91f5d,2024-05-20,Recurring,50.54,Bank Transfer,Reforest the Sanctuary,Stacey Parker,66-80,Female,stacey.parker@example.com,France,False,Bank Transfer,Website,Healthcare
DON002147,98154471-88ea-4e0d-ad67-3d6938b91f5d,2023-12-02,Recurring,50.38,Bank Transfer,Wildlife Rescue Van Drive,Stacey Parker,66-80,Female,stacey.parker@example.com,France,False,Bank Transfer,Website,Healthcare
DON002148,98154471-88ea-4e0d-ad67-3d6938b91f5d,2025-02-12,Recurring,77.25,Bank Transfer,Rescue Orphaned Gorillas,Stacey Parker,66-80,Female,stacey.parker@example.com,France,False,Bank Transfer,Website,Healthcare
DON002149,98154471-88ea-4e0d-ad67-3d6938b91f5d,2024-12-23,Recurring,16.06,Bank Transfer,Habitat for Hope,Stacey Parker,66-80,Female,stacey.parker@example.com,France,False,Bank Transfer,Website,Healthcare
DON002150,14c00f26-740d-4413-a96c-ded70398d49a,2023-11-19,One-time,30.55,Credit Card,Reforest the Sanctuary,Duane Sims,30-49,Male,duane.sims@example.com,Finland,False,Credit Card,Newsletter,Logistics
DON002151,9ec53ac8-0df5-4761-9145-e86400a14c67,2024-04-03,One-time,31.06,Credit Card,Jungle Education Project,Sara Johnson,18-29,Female,sara.johnson@example.com,USA,False,Credit Card,Social Media,Science & Research
DON002152,1f69402c-9445-44e4-928f-ae97ef73bc59,2025-02-19,One-time,66.28,Paypal,Reforest the Sanctuary,Shannon Nguyen,30-49,Female,shannon.nguyen@example.com,Finland,True,Paypal,Website,Education
DON002153,1a2029cf-8e02-4a49-826b-03ec3844aa65,2024-10-16,One-time,38.53,Paypal,Marine Mammal Defense Mission,William Fernandez,50-65,Male,william.fernandez@example.com,Finland,False,Paypal,Social Media,Finance/Banking
DON002154,45da4c11-933c-4e3a-a67f-57ab8511c781,2025-05-21,One-time,74.69,Paypal,Jungle Education Project,Jill Montes,30-49,Female,jill.montes@example.com,New Zealand,False,Paypal,Social Media,Education
DON002155,b51b9de1-f9e5-4331-81b3-d374463cbf29,2024-06-22,One-time,62.9,Credit Card,Rescue Orphaned Gorillas,Christopher Harper,30-49,Male,christopher.harper@example.com,New Zealand,False,Credit Card,Website,Technology
DON002156,576be496-f696-4e53-bf31-6268c253e6e3,2023-08-15,One-time,53.17,Paypal,Rescue Orphaned Gorillas,Mark Elliott,50-65,Male,mark.elliott@example.com,Australia,False,Paypal,Local event,Technology
DON002157,7aa1041a-541e-49f2-bd70-20f17dac952f,2024-10-08,Recurring,92.59,Paypal,Jungle Education Project,Margaret Collins,50-65,Female,margaret.collins@example.com,Netherlands,True,Paypal,Word of mouth,Construction
DON002158,7aa1041a-541e-49f2-bd70-20f17dac952f,2025-03-04,Recurring,30.18,Paypal,Marine Mammal Defense Mission,Margaret Collins,50-65,Female,margaret.collins@example.com,Netherlands,True,Paypal,Word of mouth,Construction
DON002159,7aa1041a-541e-49f2-bd70-20f17dac952f,2024-12-15,Recurring,92.88,Paypal,Defend the Great Apes,Margaret Collins,50-65,Female,margaret.collins@example.com,Netherlands,True,Paypal,Word of mouth,Construction
DON002160,7aa1041a-541e-49f2-bd70-20f17dac952f,2025-01-02,Recurring,25.46,Paypal,Reforest the Sanctuary,Margaret Collins,50-65,Female,margaret.collins@example.com,Netherlands,True,Paypal,Word of mouth,Construction
DON002161,7aa1041a-541e-49f2-bd70-20f17dac952f,2024-02-05,Recurring,37.77,Paypal,Reforest the Sanctuary,Margaret Collins,50-65,Female,margaret.collins@example.com,Netherlands,True,Paypal,Word of mouth,Construction
DON002162,a924e36d-027b-4c1a-9442-4987fbbb625f,2025-03-30,One-time,31.15,Bank Transfer,Defend the Great Apes,Kimberly Ballard,30-49,Female,kimberly.ballard@example.com,Australia,False,Bank Transfer,Newsletter,Education
DON002163,49e7308d-e258-4561-9fed-ba9aab5f3cc8,2024-12-22,Recurring,74.76,Bank Transfer,Jungle Education Project,Holly Green,66-80,Female,holly.green@example.com,USA,True,Bank Transfer,Website,Others
DON002164,49e7308d-e258-4561-9fed-ba9aab5f3cc8,2025-06-02,Recurring,65.93,Bank Transfer,Wildlife Rescue Van Drive,Holly Green,66-80,Female,holly.green@example.com,USA,True,Bank Transfer,Website,Others
DON002165,49e7308d-e258-4561-9fed-ba9aab5f3cc8,2025-05-29,Recurring,71.07,Bank Transfer,Wildlife Rescue Van Drive,Holly Green,66-80,Female,holly.green@example.com,USA,True,Bank Transfer,Website,Others
DON002166,49e7308d-e258-4561-9fed-ba9aab5f3cc8,2025-05-17,Recurring,27.06,Bank Transfer,Reforest the Sanctuary,Holly Green,66-80,Female,holly.green@example.com,USA,True,Bank Transfer,Website,Others
DON002167,49e7308d-e258-4561-9fed-ba9aab5f3cc8,2024-12-26,Recurring,25.0,Bank Transfer,Jungle Education Project,Holly Green,66-80,Female,holly.green@example.com,USA,True,Bank Transfer,Website,Others
DON002168,7636dc90-6004-4a58-a9f7-8583f38bc45d,2024-08-12,One-time,43.16,Credit Card,Reforest the Sanctuary,Aaron Ochoa,18-29,Other,aaron.ochoa@example.com,USA,False,Credit Card,Online advertising,Environment
DON002169,3d99c5fa-7b04-45c0-adda-0ba6735d8a07,2024-03-23,Recurring,30.33,Paypal,Marine Mammal Defense Mission,Hailey Harrison,30-49,Female,hailey.harrison@example.com,China,True,Paypal,Website,Finance/Banking
DON002170,3d99c5fa-7b04-45c0-adda-0ba6735d8a07,2025-01-03,Recurring,8.9,Paypal,Marine Mammal Defense Mission,Hailey Harrison,30-49,Female,hailey.harrison@example.com,China,True,Paypal,Website,Finance/Banking
DON002171,3d99c5fa-7b04-45c0-adda-0ba6735d8a07,2023-08-03,Recurring,63.59,Paypal,Marine Mammal Defense Mission,Hailey Harrison,30-49,Female,hailey.harrison@example.com,China,True,Paypal,Website,Finance/Banking
DON002172,3d99c5fa-7b04-45c0-adda-0ba6735d8a07,2024-04-06,Recurring,54.09,Paypal,Rescue Orphaned Gorillas,Hailey Harrison,30-49,Female,hailey.harrison@example.com,China,True,Paypal,Website,Finance/Banking
DON002173,d1222acf-1758-4515-8c85-54f214c2eca7,2024-05-22,One-time,48.77,Bank Transfer,Jungle Education Project,Tammy Arroyo,50-65,Female,tammy.arroyo@example.com,Brazil,False,Bank Transfer,Word of mouth,Nonprofit
DON002174,16022fa5-05b7-4378-83fb-f779a2ae35c4,2023-06-29,One-time,29.39,Bank Transfer,Marine Mammal Defense Mission,Alexa Jordan,18-29,Female,alexa.jordan@example.com,USA,True,Bank Transfer,Online advertising,Education
DON002175,5c4d71a2-38d4-48f2-8123-518bd4d74d75,2024-08-27,One-time,25.79,Credit Card,Wildlife Rescue Van Drive,Crystal Smith,30-49,Female,crystal.smith@example.com,USA,False,Credit Card,Local event,Energy
DON002176,51a5cc60-6657-4595-831a-8ac6dca48567,2024-01-11,One-time,112.6,Credit Card,Habitat for Hope,Jennifer Castro,50-65,Female,jennifer.castro@example.com,France,True,Credit Card,Website,Healthcare
DON002177,1241a4ce-d217-4e63-946e-ca32ccb60f46,2025-04-18,One-time,92.33,Bank Transfer,Jungle Education Project,Carla Mclaughlin,30-49,Female,carla.mclaughlin@example.com,UK,False,Bank Transfer,Social Media,Science & Research
DON002178,101b5f3c-ba2d-4b54-9fe7-4003dc5e2072,2025-03-11,Recurring,24.13,Paypal,Reforest the Sanctuary,James Baker,50-65,Male,james.baker@example.com,Australia,True,Paypal,Social Media,Technology
DON002179,101b5f3c-ba2d-4b54-9fe7-4003dc5e2072,2025-05-27,Recurring,21.86,Paypal,Marine Mammal Defense Mission,James Baker,50-65,Male,james.baker@example.com,Australia,True,Paypal,Social Media,Technology
DON002180,2b257b92-f61e-4e92-8deb-457155e7d6a0,2024-04-05,One-time,38.11,Paypal,Reforest the Sanctuary,David Duran,30-49,Male,david.duran@example.com,UK,True,Paypal,Website,Pharmaceuticals
DON002181,e2e90842-6034-4993-b61b-baa2975b218e,2024-09-03,Recurring,9.97,Bank Transfer,Defend the Great Apes,Rhonda Cohen,50-65,Other,rhonda.cohen@example.com,Brazil,True,Bank Transfer,Online advertising,Real Estate
DON002182,e2e90842-6034-4993-b61b-baa2975b218e,2025-03-10,Recurring,33.23,Bank Transfer,Reforest the Sanctuary,Rhonda Cohen,50-65,Other,rhonda.cohen@example.com,Brazil,True,Bank Transfer,Online advertising,Real Estate
DON002183,e2e90842-6034-4993-b61b-baa2975b218e,2023-09-28,Recurring,23.55,Bank Transfer,Habitat for Hope,Rhonda Cohen,50-65,Other,rhonda.cohen@example.com,Brazil,True,Bank Transfer,Online advertising,Real Estate
DON002184,e2e90842-6034-4993-b61b-baa2975b218e,2024-12-30,Recurring,96.44,Bank Transfer,Reforest the Sanctuary,Rhonda Cohen,50-65,Other,rhonda.cohen@example.com,Brazil,True,Bank Transfer,Online advertising,Real Estate
DON002185,e2e90842-6034-4993-b61b-baa2975b218e,2023-11-26,Recurring,81.06,Bank Transfer,Defend the Great Apes,Rhonda Cohen,50-65,Other,rhonda.cohen@example.com,Brazil,True,Bank Transfer,Online advertising,Real Estate
DON002186,b5544941-79d5-48c2-ab29-fb2a1ffb0bc6,2024-05-22,One-time,43.09,Paypal,Reforest the Sanctuary,Natalie Lamb,30-49,Female,natalie.lamb@example.com,Brazil,True,Paypal,Word of mouth,Finance/Banking
DON002187,e2e5a0d3-2e11-411e-8933-2d944b819657,2023-07-11,One-time,55.89,Bank Transfer,Jungle Education Project,Scott White,66-80,Male,scott.white@example.com,USA,False,Bank Transfer,Local event,Real Estate
DON002188,2e4e3a12-bde8-41c5-86b2-ffdb31fa1744,2023-09-07,One-time,40.59,Paypal,Rescue Orphaned Gorillas,Mark Williamson,30-49,Male,mark.williamson@example.com,Germany,False,Paypal,Social Media,Finance/Banking
DON002189,0a8cd371-07f5-4c08-a184-db4e58b7f279,2024-10-29,One-time,61.78,Bank Transfer,Defend the Great Apes,Marcus Lopez,30-49,Male,marcus.lopez@example.com,Netherlands,False,Bank Transfer,Social Media,Education
DON002190,fadf0146-c5b0-43a9-b45b-4a4bab7f1e96,2024-07-06,One-time,121.97,Credit Card,Reforest the Sanctuary,Amber Nichols,50-65,Female,amber.nichols@example.com,Germany,False,Credit Card,Website,Government
DON002191,5fac88b2-90d1-4c8b-bc54-9131a1672888,2023-06-26,Recurring,35.91,Credit Card,Marine Mammal Defense Mission,Ashley Adams,50-65,Female,ashley.adams@example.com,UK,False,Credit Card,Website,Education
DON002192,5fac88b2-90d1-4c8b-bc54-9131a1672888,2023-07-09,Recurring,26.78,Credit Card,Reforest the Sanctuary,Ashley Adams,50-65,Female,ashley.adams@example.com,UK,False,Credit Card,Website,Education
DON002193,5fac88b2-90d1-4c8b-bc54-9131a1672888,2024-06-16,Recurring,14.83,Credit Card,Marine Mammal Defense Mission,Ashley Adams,50-65,Female,ashley.adams@example.com,UK,False,Credit Card,Website,Education
DON002194,5fac88b2-90d1-4c8b-bc54-9131a1672888,2025-04-17,Recurring,80.93,Credit Card,Rescue Orphaned Gorillas,Ashley Adams,50-65,Female,ashley.adams@example.com,UK,False,Credit Card,Website,Education
DON002195,5fac88b2-90d1-4c8b-bc54-9131a1672888,2024-01-06,Recurring,23.71,Credit Card,Rescue Orphaned Gorillas,Ashley Adams,50-65,Female,ashley.adams@example.com,UK,False,Credit Card,Website,Education
DON002196,2a167afa-0fdc-46f9-972f-18283dde18f4,2023-07-25,One-time,57.51,Credit Card,Habitat for Hope,Monica Hall,50-65,Female,monica.hall@example.com,USA,False,Credit Card,Social Media,Education
DON002197,5924f666-c866-41aa-bcf8-48c2f4484d9b,2024-04-22,One-time,121.46,Paypal,Habitat for Hope,Katherine Peterson,50-65,Female,katherine.peterson@example.com,USA,False,Paypal,Social Media,Healthcare
DON002198,25e6485c-78ef-44c4-bdc6-bb40412c04bb,2023-12-19,Recurring,92.75,Bank Transfer,Jungle Education Project,Robert Bolton,30-49,Male,robert.bolton@example.com,South Africa,False,Bank Transfer,Word of mouth,Real Estate
DON002199,25e6485c-78ef-44c4-bdc6-bb40412c04bb,2023-11-25,Recurring,8.37,Bank Transfer,Reforest the Sanctuary,Robert Bolton,30-49,Male,robert.bolton@example.com,South Africa,False,Bank Transfer,Word of mouth,Real Estate
DON002200,25e6485c-78ef-44c4-bdc6-bb40412c04bb,2023-11-24,Recurring,83.71,Bank Transfer,Jungle Education Project,Robert Bolton,30-49,Male,robert.bolton@example.com,South Africa,False,Bank Transfer,Word of mouth,Real Estate
DON002201,25e6485c-78ef-44c4-bdc6-bb40412c04bb,2023-07-12,Recurring,49.68,Bank Transfer,Reforest the Sanctuary,Robert Bolton,30-49,Male,robert.bolton@example.com,South Africa,False,Bank Transfer,Word of mouth,Real Estate
DON002202,be96de14-d983-468a-ae05-258f14aff542,2024-12-21,One-time,53.87,Credit Card,Marine Mammal Defense Mission,Raven Rivera,18-29,Female,raven.rivera@example.com,China,False,Credit Card,Newsletter,Education
DON002203,e2b9acdb-b3cb-4d5d-9433-f425fe5a983e,2024-02-21,One-time,94.15,Bank Transfer,Defend the Great Apes,Tiffany Brown,50-65,Female,tiffany.brown@example.com,China,False,Bank Transfer,Word of mouth,Healthcare
DON002204,d02495a9-9995-4ac5-8782-ddd647124887,2024-07-14,One-time,79.1,Credit Card,Jungle Education Project,Benjamin Harrison,50-65,Male,benjamin.harrison@example.com,Canada,False,Credit Card,Website,Real Estate
DON002205,6107cba5-23da-4d0e-bc82-9d34d8a9faae,2024-06-12,One-time,71.87,Bank Transfer,Defend the Great Apes,Ryan Roth,30-49,Male,ryan.roth@example.com,Canada,False,Bank Transfer,Social Media,Healthcare
DON002206,2292e754-14b0-4aa3-96d3-86b14c1a7232,2024-01-14,One-time,29.37,Credit Card,Jungle Education Project,Barbara Tate,18-29,Female,barbara.tate@example.com,France,False,Credit Card,Website,Pharmaceuticals
DON002207,fbb8c9ab-a745-4c8f-af00-178b498225ce,2024-11-09,One-time,75.96,Bank Transfer,Reforest the Sanctuary,Patricia Ramos,66-80,Female,patricia.ramos@example.com,Australia,True,Bank Transfer,Website,Finance/Banking
DON002208,0b0dfbd5-9b94-494b-9f97-b95d96e6701c,2024-11-07,One-time,20.52,Bank Transfer,Jungle Education Project,Amanda Murray,18-29,Female,amanda.murray@example.com,Brazil,True,Bank Transfer,Online advertising,Consulting
DON002209,7bbb5f5a-0e37-4cf9-95e7-53979de2448a,2024-07-27,One-time,64.57,Bank Transfer,Jungle Education Project,Joseph Hendrix,66-80,Male,joseph.hendrix@example.com,India,True,Bank Transfer,Website,Environment
DON002210,fde92249-fbb1-4148-a3ac-b9fa66b871b1,2024-09-17,One-time,93.67,Bank Transfer,Marine Mammal Defense Mission,Melanie Collins,50-65,Female,melanie.collins@example.com,UK,True,Bank Transfer,Online advertising,Energy
DON002211,946f1f73-fa2b-4ddd-bec6-553f9098fc3e,2024-10-07,Recurring,85.05,Credit Card,Reforest the Sanctuary,Mark Williams,50-65,Male,mark.williams@example.com,USA,True,Credit Card,Local event,Science & Research
DON002212,946f1f73-fa2b-4ddd-bec6-553f9098fc3e,2023-12-14,Recurring,43.09,Credit Card,Defend the Great Apes,Mark Williams,50-65,Male,mark.williams@example.com,USA,True,Credit Card,Local event,Science & Research
DON002213,946f1f73-fa2b-4ddd-bec6-553f9098fc3e,2024-02-19,Recurring,10.25,Credit Card,Rescue Orphaned Gorillas,Mark Williams,50-65,Male,mark.williams@example.com,USA,True,Credit Card,Local event,Science & Research
DON002214,946f1f73-fa2b-4ddd-bec6-553f9098fc3e,2024-12-06,Recurring,77.68,Credit Card,Reforest the Sanctuary,Mark Williams,50-65,Male,mark.williams@example.com,USA,True,Credit Card,Local event,Science & Research
DON002215,946f1f73-fa2b-4ddd-bec6-553f9098fc3e,2025-02-23,Recurring,51.93,Credit Card,Jungle Education Project,Mark Williams,50-65,Male,mark.williams@example.com,USA,True,Credit Card,Local event,Science & Research
DON002216,041fa562-dd62-4b00-8b74-fd6dc77fc6c0,2024-06-14,One-time,62.2,Bank Transfer,Habitat for Hope,Joseph King,30-49,Male,joseph.king@example.com,China,False,Bank Transfer,Social Media,Nonprofit
DON002217,029320df-bff0-4a52-b839-7a0d2718687c,2023-10-01,One-time,36.54,Credit Card,Jungle Education Project,Christina Clay,18-29,Female,christina.clay@example.com,China,False,Credit Card,Social Media,Healthcare
DON002218,723902a1-1790-40ea-aa5f-f2b886dfcfef,2025-03-03,One-time,89.43,Paypal,Rescue Orphaned Gorillas,Claudia Rodriguez,30-49,Female,claudia.rodriguez@example.com,Netherlands,False,Paypal,Local event,Finance/Banking
DON002219,25732e89-d976-4bc4-9b27-7f78e7e7de29,2024-02-12,One-time,69.8,Credit Card,Reforest the Sanctuary,Erika Jackson,50-65,Female,erika.jackson@example.com,New Zealand,True,Credit Card,Newsletter,Education
DON002220,efa61143-2cac-4a88-b944-ec4ce4dd15a6,2024-07-20,One-time,20.78,Credit Card,Jungle Education Project,Bryan Mccormick,30-49,Male,bryan.mccormick@example.com,India,True,Credit Card,Word of mouth,Pharmaceuticals
DON002221,da854042-5e6a-443a-8d6d-159750d83020,2024-11-07,One-time,7.01,Credit Card,Jungle Education Project,Amanda Logan,18-29,Female,amanda.logan@example.com,USA,True,Credit Card,Website,Arts & Culture
DON002222,eaa58284-eeb7-4ad5-a621-51047155a2b8,2024-11-02,One-time,92.26,Paypal,Jungle Education Project,Linda Watson,30-49,Female,linda.watson@example.com,South Africa,False,Paypal,Word of mouth,Healthcare
DON002223,765bd2ad-0565-4a53-a382-59cf728e1632,2024-07-26,One-time,36.62,Bank Transfer,Rescue Orphaned Gorillas,Brooke Davis,18-29,Female,brooke.davis@example.com,Canada,True,Bank Transfer,Website,Education
DON002224,c4c84728-f1ac-4389-b380-6178924a1a45,2024-02-21,One-time,85.07,Bank Transfer,Rescue Orphaned Gorillas,Timothy Shea,50-65,Male,timothy.shea@example.com,USA,True,Bank Transfer,Social Media,Pharmaceuticals
DON002225,0a3a15e6-ecf7-4e7c-8010-97a831aac6bd,2024-01-06,One-time,53.99,Bank Transfer,Wildlife Rescue Van Drive,Anthony Newman,30-49,Male,anthony.newman@example.com,UK,False,Bank Transfer,Online advertising,Environment
DON002226,b2374033-2cd5-42e9-9978-0345aed7d086,2024-02-06,One-time,13.5,Bank Transfer,Marine Mammal Defense Mission,Rebecca Martinez,18-29,Other,rebecca.martinez@example.com,Germany,False,Bank Transfer,Newsletter,Technology
DON002227,a0e762d9-e714-48d9-8bd7-9a23cf7ef26c,2025-03-17,One-time,103.98,Credit Card,Reforest the Sanctuary,William Kramer,50-65,Male,william.kramer@example.com,South Africa,True,Credit Card,Social Media,Education
DON002228,bd121764-b85b-45d5-83ac-4504305e82c1,2023-11-21,One-time,56.34,Credit Card,Defend the Great Apes,Robert Gonzales,66-80,Male,robert.gonzales@example.com,USA,True,Credit Card,Social Media,Environment
DON002229,4367f0d6-e664-4177-8025-e54b3aa38d1a,2025-01-02,Recurring,53.88,Credit Card,Marine Mammal Defense Mission,Michael Howard,30-49,Male,michael.howard@example.com,USA,True,Credit Card,Social Media,Environment
DON002230,4367f0d6-e664-4177-8025-e54b3aa38d1a,2025-04-03,Recurring,33.59,Credit Card,Defend the Great Apes,Michael Howard,30-49,Male,michael.howard@example.com,USA,True,Credit Card,Social Media,Environment
DON002231,4367f0d6-e664-4177-8025-e54b3aa38d1a,2025-05-17,Recurring,24.31,Credit Card,Reforest the Sanctuary,Michael Howard,30-49,Male,michael.howard@example.com,USA,True,Credit Card,Social Media,Environment
DON002232,4367f0d6-e664-4177-8025-e54b3aa38d1a,2025-01-11,Recurring,74.34,Credit Card,Marine Mammal Defense Mission,Michael Howard,30-49,Male,michael.howard@example.com,USA,True,Credit Card,Social Media,Environment
DON002233,4367f0d6-e664-4177-8025-e54b3aa38d1a,2025-05-24,Recurring,56.66,Credit Card,Habitat for Hope,Michael Howard,30-49,Male,michael.howard@example.com,USA,True,Credit Card,Social Media,Environment
DON002234,77cd8b30-899f-4ad1-9070-82d9f92cd57e,2025-04-22,One-time,92.18,Bank Transfer,Reforest the Sanctuary,Steven Washington,66-80,Male,steven.washington@example.com,UK,True,Bank Transfer,Website,Finance/Banking
DON002235,18dde0a2-b9b0-47c8-8278-c18337e24f68,2024-07-03,One-time,108.26,Bank Transfer,Defend the Great Apes,Elizabeth Terry,50-65,Female,elizabeth.terry@example.com,France,False,Bank Transfer,Newsletter,Agriculture
DON002236,1219c159-76b5-4e18-8294-0368e50ad088,2023-10-18,One-time,81.5,Bank Transfer,Wildlife Rescue Van Drive,Chelsea Bailey,30-49,Female,chelsea.bailey@example.com,USA,True,Bank Transfer,Social Media,Environment
DON002237,d00319c2-261c-4980-8642-1985f4f99f32,2024-12-19,One-time,64.35,Credit Card,Rescue Orphaned Gorillas,Denise Guerra,50-65,Female,denise.guerra@example.com,USA,False,Credit Card,Word of mouth,Technology
DON002238,407e4eb9-abd9-4073-8b9f-4a918fadce04,2024-04-28,One-time,48.61,Bank Transfer,Marine Mammal Defense Mission,Kristen Jones,50-65,Female,kristen.jones@example.com,USA,True,Bank Transfer,Newsletter,Technology
DON002239,0a5bd379-33f5-4815-a9ed-a2c6bfd01f3a,2024-07-20,One-time,116.45,Paypal,Jungle Education Project,Edward Baker,50-65,Male,edward.baker@example.com,USA,False,Paypal,Social Media,Finance/Banking
DON002240,c248cef2-1a1d-4ddd-af8e-2df5db2eeca5,2025-04-14,One-time,145.74,Paypal,Habitat for Hope,Aaron Little,50-65,Male,aaron.little@example.com,USA,True,Paypal,Website,Real Estate
DON002241,006ee3a1-4042-4723-9817-e6f6b0bf653d,2024-07-24,One-time,94.04,Paypal,Wildlife Rescue Van Drive,Charlene Smith,50-65,Female,charlene.smith@example.com,Germany,False,Paypal,Word of mouth,Technology
DON002242,fd7c968c-5c94-455e-9a79-a65a90297e2c,2024-06-11,One-time,43.04,Credit Card,Defend the Great Apes,Ricardo Allen,30-49,Male,ricardo.allen@example.com,Germany,False,Credit Card,Social Media,Education
DON002243,6632e596-3bf2-48c4-9bfe-d880f2451509,2024-04-04,One-time,49.92,Bank Transfer,Defend the Great Apes,Mary Ryan,30-49,Female,mary.ryan@example.com,Netherlands,True,Bank Transfer,Social Media,Education
DON002244,876d841c-5021-420e-87d5-ff007adde088,2024-08-04,One-time,30.04,Paypal,Jungle Education Project,Joseph Jimenez,30-49,Male,joseph.jimenez@example.com,Germany,False,Paypal,Newsletter,Healthcare
DON002245,b26a5b5a-2b38-4469-add7-52dfae25ac65,2024-09-26,One-time,16.68,Paypal,Jungle Education Project,Lisa Morris,30-49,Female,lisa.morris@example.com,Australia,True,Paypal,Word of mouth,Nonprofit
DON002246,883f7d4b-6a42-4482-abd9-865be0332f00,2023-10-04,One-time,2.41,Bank Transfer,Defend the Great Apes,Brian Mills,30-49,Male,brian.mills@example.com,Netherlands,True,Bank Transfer,Social Media,Education
DON002247,8d8750a8-33e9-42ec-a484-4e37a25bd7ce,2023-12-12,One-time,103.63,Credit Card,Defend the Great Apes,Sandy Anderson,50-65,Female,sandy.anderson@example.com,France,True,Credit Card,Online advertising,Technology
DON002248,131bbb2d-b7b8-45f9-bc16-6dd67ffa4dc3,2023-07-02,One-time,56.77,Credit Card,Habitat for Hope,Christina Washington,18-29,Female,christina.washington@example.com,France,True,Credit Card,Website,Technology
DON002249,4309a515-a6ff-43dc-9f9f-c4d0b3dbd853,2023-12-25,One-time,55.61,Credit Card,Habitat for Hope,Laura Huff,50-65,Female,laura.huff@example.com,South Africa,True,Credit Card,Social Media,Finance/Banking
DON002250,1ffdd12f-9940-4db9-8744-5cf5988c2db9,2023-12-09,One-time,58.4,Bank Transfer,Jungle Education Project,Kelly Miles,30-49,Female,kelly.miles@example.com,Canada,False,Bank Transfer,Social Media,Pharmaceuticals
DON002251,156450b0-b64a-4ad5-89f4-6c7d8654ee23,2023-12-23,One-time,47.46,Bank Transfer,Defend the Great Apes,Jacob Obrien,50-65,Other,jacob.obrien@example.com,UK,True,Bank Transfer,Social Media,Nonprofit
DON002252,d7a72c7e-29de-40c9-beb9-ca7962d6c221,2024-03-12,One-time,38.4,Credit Card,Jungle Education Project,Tara Clark,50-65,Female,tara.clark@example.com,UK,False,Credit Card,Local event,Construction
DON002253,bebe0fca-f5cb-4ef4-a5a2-ffeb8d2286ac,2024-02-02,Recurring,31.04,Credit Card,Habitat for Hope,Steve Miller,30-49,Male,steve.miller@example.com,Brazil,False,Credit Card,Social Media,Education
DON002254,bebe0fca-f5cb-4ef4-a5a2-ffeb8d2286ac,2024-04-22,Recurring,9.4,Credit Card,Reforest the Sanctuary,Steve Miller,30-49,Male,steve.miller@example.com,Brazil,False,Credit Card,Social Media,Education
DON002255,bebe0fca-f5cb-4ef4-a5a2-ffeb8d2286ac,2025-01-24,Recurring,63.62,Credit Card,Marine Mammal Defense Mission,Steve Miller,30-49,Male,steve.miller@example.com,Brazil,False,Credit Card,Social Media,Education
DON002256,b35aa8d5-4109-462b-bf50-372b46ce3d51,2024-07-02,One-time,113.05,Bank Transfer,Reforest the Sanctuary,Antonio Grant,30-49,Male,antonio.grant@example.com,Finland,False,Bank Transfer,Online advertising,Finance/Banking
DON002257,6c98bab9-8e1d-4d4a-b0a0-70c9489926a2,2024-12-10,One-time,21.7,Paypal,Marine Mammal Defense Mission,Jennifer Wood,30-49,Female,jennifer.wood@example.com,Finland,True,Paypal,Social Media,Technology
DON002258,dbdafdbf-36b5-4bff-911e-b6beffcd0630,2025-05-09,One-time,70.11,Paypal,Reforest the Sanctuary,Rodney Baker,30-49,Male,rodney.baker@example.com,UK,True,Paypal,Website,Education
DON002259,4aac9e2d-8eb2-40b8-9489-23e43b11ce5c,2023-12-31,One-time,69.59,Credit Card,Defend the Great Apes,Andrea Torres,30-49,Female,andrea.torres@example.com,UK,True,Credit Card,Website,Logistics
DON002260,1a06f88b-0901-4bf9-bdc3-1beadccb804d,2024-04-02,One-time,3.99,Bank Transfer,Habitat for Hope,Tyler Davis,18-29,Male,tyler.davis@example.com,Netherlands,True,Bank Transfer,Online advertising,Science & Research
DON002261,c3511805-3b93-4356-b41f-3cbbc65945cc,2024-06-12,One-time,84.72,Credit Card,Reforest the Sanctuary,Joseph Lopez,50-65,Male,joseph.lopez@example.com,Germany,False,Credit Card,Social Media,Consulting
DON002262,2deaf0bf-b2a2-4dd0-a0df-eda032a9a96a,2023-08-23,One-time,83.47,Paypal,Reforest the Sanctuary,David Garrett,66-80,Male,david.garrett@example.com,UK,False,Paypal,Website,Nonprofit
