donor_id,name,age_group,gender,email,country,newsletter_opt_in,payment_method,referral_channel,sector
cb427b50-0d05-4d67-a4b7-fe2324cbb90f,Rachel Mora,30-49,Female,rachel.mora@example.com,Finland,True,Bank Transfer,Local event,Education
45ac9feb-b4a0-4f71-b66c-54746fba98f2,Stephanie Lopez,30-49,Female,stephanie.lopez@example.com,USA,True,Credit Card,Website,Technology
e6858401-4417-476a-a9f7-61cee2548f7b,Brandon Singleton,50-65,Male,brandon.singleton@example.com,Finland,True,Bank Transfer,Online advertising,Environment
da0d4925-eaa8-4202-ba1c-d9048157ad62,Travis Bailey,50-65,Male,travis.bailey@example.com,Germany,True,Bank Transfer,Website,Education
1dae02a7-9563-41b0-a542-552dc39f32d8,Kathryn Chandler,30-49,Female,kathryn.chandler@example.com,USA,False,Bank Transfer,Local event,Pharmaceuticals
767d9c86-a48f-472f-8f5c-9e70d729edbc,Kelly Garcia,30-49,Male,kelly.garcia@example.com,South Africa,True,Paypal,Newsletter,Consulting
14d6fe84-e747-4281-9d5f-419b388b1385,Alexis Robinson,50-65,Female,alexis.robinson@example.com,Canada,False,Bank Transfer,Social Media,Technology
e99f31cc-ea0a-43da-9783-a3f242ec3681,Douglas Winters,30-49,Male,douglas.winters@example.com,Germany,True,Credit Card,Website,Finance/Banking
67373abf-3109-43be-9f0d-2505c9a5eaae,Valerie Garcia,50-65,Female,valerie.garcia@example.com,UK,True,Credit Card,Social Media,Science & Research
7e922490-3336-43f8-8028-e12131ae4750,Jonathan Zimmerman,50-65,Male,jonathan.zimmerman@example.com,China,True,Paypal,Website,Nonprofit
23cdf067-c9a8-4b5e-b22e-a0b043c089f7,Kevin Gonzales,66-80,Male,kevin.gonzales@example.com,USA,False,Credit Card,Social Media,Real Estate
fec65b30-9f9c-4d87-a293-9d8853ccef3c,Christopher Kelly,50-65,Male,christopher.kelly@example.com,India,True,Credit Card,Website,Pharmaceuticals
68a34b62-4792-4ba5-ba8d-2c0ffae3846a,Cindy Perez,18-29,Female,cindy.perez@example.com,Germany,True,Bank Transfer,Social Media,Nonprofit
ae0f2c37-f13a-49d6-b49c-4e4379e16ca8,Victoria Martinez,50-65,Female,victoria.martinez@example.com,South Africa,True,Credit Card,Website,Healthcare
2a9171fc-de16-4f68-95b7-4df58c8e9b47,Chad Farmer,50-65,Other,chad.farmer@example.com,France,True,Paypal,Social Media,Energy
78fd57a3-b1da-4023-a679-a7b859e76d7d,Kristin Williams,18-29,Female,kristin.williams@example.com,Canada,True,Credit Card,Social Media,Government
24e3d894-1adf-44c4-a196-dfd384b4ccc9,Brian Campbell,18-29,Male,brian.campbell@example.com,UK,False,Bank Transfer,Social Media,Logistics
11833bf8-ee60-43b3-bfd2-20ae1fd4ef1f,Emily Cherry,50-65,Female,emily.cherry@example.com,USA,True,Credit Card,Online advertising,Finance/Banking
e80d6c25-28b4-4112-a9cc-c9bb633fddb3,Julian Roberts,50-65,Male,julian.roberts@example.com,Finland,False,Credit Card,Social Media,Environment
8e8b0945-da34-43e0-a91b-e6548e91d587,Colin Jones,30-49,Male,colin.jones@example.com,South Africa,False,Bank Transfer,Word of mouth,Technology
5242560c-2d23-4ae7-8394-dfcbc61fc4a5,Karen Shelton,66-80,Female,karen.shelton@example.com,Netherlands,True,Paypal,Social Media,Technology
c586c43e-a1be-461b-adc4-37b61b98fca2,Yvonne Vasquez,18-29,Female,yvonne.vasquez@example.com,USA,False,Paypal,Website,Science & Research
bab25063-5868-4362-9fd7-5e9d9398e8fb,Jeffrey Barrett,50-65,Male,jeffrey.barrett@example.com,South Africa,False,Credit Card,Website,Education
31c10495-01ff-4c68-a2c3-1f960f5de873,Charles Morales,50-65,Male,charles.morales@example.com,USA,True,Bank Transfer,Online advertising,Construction
18be632d-12f9-48b1-b5a9-18317abe7e7f,Brian Schaefer,18-29,Male,brian.schaefer@example.com,Australia,False,Bank Transfer,Social Media,Law
a57ee321-eed8-48e2-8422-be6dff959b67,Amy Hester MD,50-65,Female,amy.md@example.com,New Zealand,False,Credit Card,Website,Arts & Culture
5355ece6-2cfe-4cb9-89ec-da01053bd71f,Wanda Martinez,18-29,Female,wanda.martinez@example.com,USA,True,Paypal,Social Media,Environment
80248c2c-d2bf-4e66-b788-35de5cb77e99,Molly Ramirez,30-49,Female,molly.ramirez@example.com,Brazil,True,Bank Transfer,Online advertising,Technology
9d80a405-a4ed-4934-9d01-e9513093873d,Lauren Nelson,66-80,Female,lauren.nelson@example.com,Germany,False,Bank Transfer,Newsletter,Education
0611f3a0-bceb-4746-bd5f-11343042e1e4,Maria Ross,30-49,Female,maria.ross@example.com,Germany,False,Paypal,Newsletter,Education
7b6a5e32-f61d-4171-8956-bafebb180773,Lindsey Sullivan,30-49,Female,lindsey.sullivan@example.com,New Zealand,True,Credit Card,Website,Healthcare
8909401c-3ec6-4af1-8bd8-b612a998af02,Diana Tate,30-49,Female,diana.tate@example.com,Canada,True,Paypal,Website,Energy
7b7d680d-627e-429e-9e33-c75dd0102df5,David Crawford,50-65,Male,david.crawford@example.com,UK,True,Paypal,Website,Arts & Culture
9991bb6c-098d-40ce-9296-099a3640f3e2,Brandy Garcia,30-49,Female,brandy.garcia@example.com,France,False,Paypal,Website,Construction
66267e40-4355-4a4f-8d06-eb75d82c621e,Andrea Gregory,50-65,Female,andrea.gregory@example.com,UK,True,Bank Transfer,Local event,Finance/Banking
41ec60bc-4961-486d-8b4f-736c270622fc,Mr. Michael Hernandez,50-65,Male,mr..hernandez@example.com,Canada,True,Bank Transfer,Word of mouth,Environment
d1ec7d25-012b-42c1-9df3-45f88bb99fb9,Brent Jones,50-65,Male,brent.jones@example.com,USA,False,Credit Card,Social Media,Environment
172dca12-fce9-4fa4-a19a-a5e9301530ac,Randall Sparks,30-49,Male,randall.sparks@example.com,France,True,Bank Transfer,Social Media,Others
65deee31-04e9-4683-aa82-02fbca98df2e,Matthew Henry,50-65,Male,matthew.henry@example.com,France,True,Paypal,Social Media,Environment
e86d8600-2b92-4c80-81d4-2d815f193318,Greg Heath,30-49,Male,greg.heath@example.com,Germany,False,Credit Card,Social Media,Technology
8b60e3f2-fea9-4b04-ad8c-c06f8f93ea25,Tiffany Johnson,50-65,Other,tiffany.johnson@example.com,USA,True,Paypal,Social Media,Environment
5aac443e-d33d-4e97-aa33-e435e7d8ea41,Suzanne Reyes,18-29,Female,suzanne.reyes@example.com,China,False,Credit Card,Social Media,Nonprofit
af4290bb-ae67-4bdb-8818-bf99c9b81695,James Stevens,50-65,Male,james.stevens@example.com,UK,False,Credit Card,Website,Hospitality
def1d5cc-7480-420c-b979-4a96aeeb2f11,Justin Dalton,30-49,Other,justin.dalton@example.com,South Africa,True,Bank Transfer,Website,Retail
2b404b62-647f-4f45-ba87-8d17b69a2db9,Michelle Henry,30-49,Female,michelle.henry@example.com,Australia,True,Paypal,Social Media,Healthcare
ec0ef8fc-2d21-4628-abff-34eb2fcb2a51,Michelle Freeman,66-80,Female,michelle.freeman@example.com,USA,True,Bank Transfer,Website,Pharmaceuticals
529d0389-d21e-4b40-8575-0d643a6360d1,Michael Keller,30-49,Other,michael.keller@example.com,Germany,True,Paypal,Local event,Technology
5ad7a941-cea0-4ec9-95d5-61b040016626,Kenneth Alvarez,30-49,Male,kenneth.alvarez@example.com,Australia,False,Bank Transfer,Newsletter,Nonprofit
aba18690-7f58-462b-8f22-3863c8d954ff,Katie Myers,30-49,Female,katie.myers@example.com,Germany,True,Credit Card,Website,Finance/Banking
45f768e1-4c4c-4fcb-bd39-ee661fc874ef,Wesley Jensen,30-49,Male,wesley.jensen@example.com,Australia,False,Paypal,Word of mouth,Pharmaceuticals
d8095d51-f72f-4739-9714-459a19db902c,Vanessa Flores,50-65,Female,vanessa.flores@example.com,France,True,Bank Transfer,Social Media,Finance/Banking
3c535d04-0bde-41bf-9c5b-0dee86d746ad,Andrew Hood,30-49,Male,andrew.hood@example.com,UK,False,Bank Transfer,Website,Law
79550aaf-8a4d-4067-84fa-eb27441dcef1,Patrick Johnson,50-65,Male,patrick.johnson@example.com,UK,True,Credit Card,Newsletter,Environment
1a402eaa-8961-45c8-84d5-c8231e6056f2,Gloria Davis,50-65,Female,gloria.davis@example.com,India,False,Paypal,Social Media,Technology
79139067-7651-4a13-8f5b-94161082740c,Heather Bell,18-29,Female,heather.bell@example.com,Germany,False,Paypal,Social Media,Science & Research
45ed1392-8d35-4d33-987e-825dbdde8d31,Danielle Wong,30-49,Female,danielle.wong@example.com,UK,True,Paypal,Word of mouth,Arts & Culture
356fe2d2-f8bd-499e-b190-a39523d6100b,Susan Jones,50-65,Female,susan.jones@example.com,China,True,Bank Transfer,Online advertising,Finance/Banking
59a4e81d-ba79-4105-b5aa-b601a060afe5,George Smith,18-29,Male,george.smith@example.com,Finland,False,Paypal,Social Media,Environment
027aff65-0437-4e60-8fef-548cf1233c59,Julia Boyer,50-65,Female,julia.boyer@example.com,Germany,True,Credit Card,Online advertising,Energy
b1393af3-bced-49ee-bc67-89b91dfbbdee,Stephanie Adams,50-65,Female,stephanie.adams@example.com,Germany,False,Paypal,Website,Construction
b0930034-c11f-433f-ad93-df4bb6cb9457,Leah Odom,50-65,Female,leah.odom@example.com,France,True,Bank Transfer,Social Media,Hospitality
03324b71-3fd6-4531-a625-30fbbffbfcc1,James Armstrong,30-49,Other,james.armstrong@example.com,China,False,Credit Card,Word of mouth,Arts & Culture
44d914fd-26da-4ce0-bafc-effc5428dbfe,Ariel Leonard,30-49,Female,ariel.leonard@example.com,Brazil,True,Paypal,Word of mouth,Pharmaceuticals
04ff95d9-f939-4330-aeaf-a87da381077d,Kathryn Hubbard,50-65,Female,kathryn.hubbard@example.com,UK,True,Bank Transfer,Newsletter,Finance/Banking
317f8198-f538-408c-8bac-c39e0c6d9b63,Lisa Cox,50-65,Female,lisa.cox@example.com,USA,True,Paypal,Online advertising,Others
d9963c11-63f3-4841-b2e3-2ecd0c44fe51,Kathleen Boone,18-29,Female,kathleen.boone@example.com,UK,True,Paypal,Website,Hospitality
92678722-8126-406b-9689-1daf8ba8e772,Ryan Herrera,18-29,Male,ryan.herrera@example.com,Canada,False,Paypal,Social Media,Healthcare
7e3a2df4-e82d-4391-9250-ff65160a0126,Anthony Davies,18-29,Male,anthony.davies@example.com,France,False,Bank Transfer,Social Media,Real Estate
78e13e3a-f853-4af4-b267-c80eeaf036fc,Courtney Newton,50-65,Female,courtney.newton@example.com,Finland,True,Paypal,Social Media,Pharmaceuticals
fe64ac43-461e-43a7-bc62-f51004d2810d,Ryan Davis,30-49,Male,ryan.davis@example.com,UK,True,Credit Card,Newsletter,Healthcare
9c03dc18-497a-438c-a273-667fcafcbce1,Andrea Solis,30-49,Female,andrea.solis@example.com,France,True,Paypal,Newsletter,Education
6b471eb7-c7ad-4d56-9a16-2fa92f3d3233,Daniel Flynn,66-80,Other,daniel.flynn@example.com,Brazil,False,Bank Transfer,Website,Government
1b57a169-6ef1-44fa-8ad8-3db414e25c49,Eric Brock,50-65,Male,eric.brock@example.com,Australia,True,Bank Transfer,Social Media,Education
e199fac9-9a45-4bc1-ac98-2ef8516a1fe4,Joshua Gonzalez,18-29,Male,joshua.gonzalez@example.com,UK,True,Bank Transfer,Word of mouth,Technology
721eb809-6974-47fe-ad3e-ee6437006361,Mario Chavez,30-49,Male,mario.chavez@example.com,France,True,Credit Card,Social Media,Arts & Culture
49a59bd5-45f7-480a-8be2-79fc916bfe0c,Christopher Smith,30-49,Male,christopher.smith@example.com,Canada,True,Bank Transfer,Social Media,Pharmaceuticals
d23a60ef-0be6-492f-96d3-69222b46913f,Shari Ray,50-65,Other,shari.ray@example.com,Netherlands,True,Paypal,Newsletter,Science & Research
19c10607-e568-4277-bed8-bbeffd60841f,Tonya Harmon,50-65,Female,tonya.harmon@example.com,Canada,False,Credit Card,Word of mouth,Technology
bd042048-cd9e-48e5-bd9a-e6e63f1de54a,Timothy Patel,50-65,Male,timothy.patel@example.com,USA,False,Bank Transfer,Newsletter,Technology
59397f76-00be-4844-8e5e-cb2d7de715d5,Patricia Hamilton,30-49,Female,patricia.hamilton@example.com,Canada,False,Paypal,Social Media,Nonprofit
3c7f9ca9-a06d-4140-ab4d-3aa4ef799092,Mark Boyd,30-49,Male,mark.boyd@example.com,Brazil,False,Paypal,Social Media,Agriculture
ba6dac4e-a2a5-4c52-9a7c-5b0e502f04f5,Brittany Hernandez,30-49,Female,brittany.hernandez@example.com,India,True,Paypal,Word of mouth,Consulting
2d0dd5b2-4c15-43e8-b8d5-3b991c1d2c0e,Eric Graham,30-49,Male,eric.graham@example.com,Germany,True,Bank Transfer,Website,Science & Research
03073727-4876-4423-b974-24e7bf7ab9f8,Sandra Brown,30-49,Female,sandra.brown@example.com,South Africa,False,Credit Card,Social Media,Technology
bddd4eb4-cc38-408d-9eba-b30a2d80fef5,Jason Colon,50-65,Male,jason.colon@example.com,USA,False,Bank Transfer,Word of mouth,Technology
ab37d453-1823-4809-99df-af3ef89dec94,David Burke,66-80,Male,david.burke@example.com,UK,False,Paypal,Online advertising,Pharmaceuticals
c1f05efb-bacb-4ab1-aa68-3e74a336c68a,Brian Lee,18-29,Male,brian.lee@example.com,USA,True,Credit Card,Word of mouth,Pharmaceuticals
2d840bdd-b3f0-46b3-b848-82babc772520,Ronald Marshall,50-65,Other,ronald.marshall@example.com,China,False,Bank Transfer,Website,Technology
1358998f-7af8-4275-90d3-476272a0c786,Jeffrey Lucas,30-49,Male,jeffrey.lucas@example.com,France,True,Paypal,Online advertising,Education
6fcf7f07-95e6-4876-8733-475f80327af4,Christopher Taylor,30-49,Male,christopher.taylor@example.com,Canada,False,Paypal,Social Media,Nonprofit
54af2a96-84ea-4b9c-9f63-bd8c31b304e4,Regina Hopkins,30-49,Female,regina.hopkins@example.com,UK,True,Paypal,Website,Retail
c81c3e06-42c1-4a3b-b208-6973c6e244ff,Sarah Stuart,50-65,Female,sarah.stuart@example.com,Germany,True,Credit Card,Website,Energy
25e9faa8-e8c6-4b0b-a79d-ab6aeee5a477,Alicia Heath,50-65,Female,alicia.heath@example.com,UK,True,Bank Transfer,Word of mouth,Education
dc777d36-f778-45fa-9f84-441a8607c494,Lindsay Camacho,30-49,Female,lindsay.camacho@example.com,South Africa,True,Credit Card,Newsletter,Technology
227a4955-c953-4352-8593-8b6f7d221f7d,Jason Cox,50-65,Male,jason.cox@example.com,Germany,False,Credit Card,Social Media,Others
c3d4e251-aaf4-4bae-bdf0-35ec13922c2a,Brandon Hahn,18-29,Male,brandon.hahn@example.com,Netherlands,True,Bank Transfer,Social Media,Technology
37336d3a-5dcd-4843-b359-8582cccc39ff,Charles Rodriguez,30-49,Male,charles.rodriguez@example.com,France,True,Credit Card,Online advertising,Finance/Banking
5480f234-4664-4ee2-b33c-93e0761e58dd,Tasha Boyd,30-49,Female,tasha.boyd@example.com,Brazil,False,Paypal,Newsletter,Science & Research
3ac6b08a-6c1d-459d-a2ad-8dcd16fdf47e,Tiffany Huynh,66-80,Female,tiffany.huynh@example.com,Germany,False,Bank Transfer,Website,Education
03b988d5-4294-4c63-b648-031ef60bc653,Stacey Young,50-65,Female,stacey.young@example.com,Germany,False,Paypal,Word of mouth,Technology
feab8c21-77d5-4a3c-b96e-9cdd2fa7c9c4,Robert Murphy,50-65,Male,robert.murphy@example.com,Netherlands,False,Paypal,Newsletter,Science & Research
ae6026d3-b9ca-4f93-a99a-c3e364ce640b,Jean Goodman,50-65,Female,jean.goodman@example.com,China,True,Credit Card,Social Media,Hospitality
81944422-c902-40b6-bb5b-4495a0908e05,Jenny Thomas,30-49,Female,jenny.thomas@example.com,USA,True,Paypal,Social Media,Education
811bb237-68b7-410a-86a7-ecab101f8826,Wayne Gonzales,30-49,Other,wayne.gonzales@example.com,South Africa,True,Paypal,Social Media,Education
0fb6b8b3-a0ea-444d-9fb9-9de2355b90e0,Kevin Henry,30-49,Male,kevin.henry@example.com,Germany,True,Credit Card,Word of mouth,Healthcare
5c59a243-598c-43ec-aedb-41f95582b245,Travis Stewart,50-65,Male,travis.stewart@example.com,Australia,True,Credit Card,Website,Technology
a441c1a4-bb3b-4760-bc33-f98b93d51990,Michael Richmond,50-65,Male,michael.richmond@example.com,Finland,True,Bank Transfer,Word of mouth,Nonprofit
0d03b9f9-0289-4e83-82c1-89caaa586778,Timothy Cox,30-49,Male,timothy.cox@example.com,USA,False,Bank Transfer,Website,Healthcare
82220a45-1cd8-4174-8440-fb8713b32d59,Roberto Smith,50-65,Male,roberto.smith@example.com,Brazil,True,Paypal,Online advertising,Healthcare
56aefd98-4890-4817-8fb4-e429fd2d0f55,Miss Sarah Bates,30-49,Female,miss.bates@example.com,France,True,Paypal,Word of mouth,Nonprofit
86d08957-9dfa-4744-adb3-29bcc034f59a,Melissa Mccormick,30-49,Female,melissa.mccormick@example.com,Canada,False,Credit Card,Online advertising,Arts & Culture
7ff21850-39b9-4f81-a75e-1d15fe67decb,Juan Parker,50-65,Male,juan.parker@example.com,France,True,Paypal,Website,Healthcare
81e7dac8-9d3e-410a-bcb0-fb48fe05f7ed,Heidi Burnett,30-49,Female,heidi.burnett@example.com,Germany,True,Bank Transfer,Word of mouth,Logistics
0590bd4f-78c9-4403-9bcf-56066be410b6,Sean Mathews,30-49,Male,sean.mathews@example.com,Germany,False,Bank Transfer,Word of mouth,Technology
b8a5ce0d-4349-4ad1-8e43-13ff8ff3bc01,Susan Long,30-49,Female,susan.long@example.com,UK,False,Paypal,Website,Pharmaceuticals
9f1c5405-358a-4390-84de-521dcf52e552,Dawn Davis DVM,50-65,Female,dawn.dvm@example.com,France,True,Paypal,Social Media,Real Estate
d1d06376-b842-47b0-bae3-2ec6383081d8,Daniel Zamora,50-65,Male,daniel.zamora@example.com,Australia,True,Credit Card,Website,Finance/Banking
4beadd15-658e-4b3c-b1be-bccacca0343e,Lynn Suarez,50-65,Female,lynn.suarez@example.com,USA,True,Bank Transfer,Website,Pharmaceuticals
4d517824-77a0-437a-ae0c-f5f95f4d8c88,Jennifer Johnson,30-49,Female,jennifer.johnson@example.com,Brazil,False,Paypal,Social Media,Technology
349ac35f-722f-4a1f-80ea-2984c10dfeee,Rodney Shepard,30-49,Male,rodney.shepard@example.com,Germany,True,Bank Transfer,Social Media,Real Estate
00b296d7-f2cc-4c57-b940-30d9139cc23e,Jennifer Randall,50-65,Female,jennifer.randall@example.com,UK,False,Credit Card,Website,Pharmaceuticals
ff1bc6dc-06b9-4d4a-8e37-84fd000e3208,Shawn Wilkins,50-65,Male,shawn.wilkins@example.com,UK,False,Credit Card,Newsletter,Education
59385e8d-46e1-4222-b7fe-b2b5b60f2361,Melissa Hunter,50-65,Female,melissa.hunter@example.com,USA,True,Bank Transfer,Word of mouth,Government
fbf4ed6d-4a3a-4d79-8306-0b6ed029b75a,Lance Li,50-65,Male,lance.li@example.com,Finland,False,Bank Transfer,Social Media,Government
fd4e1395-f51d-4c57-9be1-a9e4cb1f6330,Jody Johnson,18-29,Female,jody.johnson@example.com,China,True,Bank Transfer,Website,Finance/Banking
82c49f62-2c88-4db7-9cac-8bfc2ebfc9f4,Margaret Mccoy,30-49,Female,margaret.mccoy@example.com,South Africa,True,Credit Card,Online advertising,Others
9c20eb7b-bff6-4179-9ac9-595185196ebd,Brandy Morales,66-80,Female,brandy.morales@example.com,Germany,False,Paypal,Online advertising,Consulting
fdb511d3-d0a0-441a-bb27-6e3081d91558,Erik Miller,50-65,Male,erik.miller@example.com,Germany,False,Credit Card,Website,Real Estate
1ea6a445-2d11-42e0-bd9c-ff2f31d1da36,Jose Booker,30-49,Male,jose.booker@example.com,Germany,False,Credit Card,Word of mouth,Healthcare
2c7ad7dd-e0cb-4fe6-ab15-f230de3f6470,Phillip Bradford,30-49,Male,phillip.bradford@example.com,South Africa,False,Paypal,Word of mouth,Real Estate
b49b9ab4-bfbf-42f3-84a2-efcebaf6483b,Ricky Flores,18-29,Male,ricky.flores@example.com,UK,False,Credit Card,Social Media,Nonprofit
b680d8f5-4718-4dce-ac36-756364bb4e4f,Nicholas Green,30-49,Male,nicholas.green@example.com,Australia,True,Bank Transfer,Social Media,Healthcare
a4ffff4a-1460-4ab6-9cd7-6fa4257cf179,Samantha Marsh,50-65,Female,samantha.marsh@example.com,USA,False,Paypal,Website,Construction
d860b98c-789c-466e-b238-49f0cf269dc7,Jason White,50-65,Male,jason.white@example.com,New Zealand,True,Credit Card,Newsletter,Education
e666b0c8-2bb6-4b36-b189-8d3d8020024d,Theresa Wilkerson,50-65,Female,theresa.wilkerson@example.com,India,True,Credit Card,Newsletter,Technology
6c99db17-3a83-4c7c-917d-af2e6d750cde,Travis Leblanc,50-65,Male,travis.leblanc@example.com,France,False,Bank Transfer,Local event,Government
76a27777-af10-4fb0-a733-ab53a8b97371,Lori Meadows,30-49,Other,lori.meadows@example.com,Finland,False,Paypal,Social Media,Technology
6d69ce9b-0e8d-48b4-b937-91925ce6a6ba,Mrs. Meredith Jackson,30-49,Female,mrs..jackson@example.com,New Zealand,True,Paypal,Local event,Nonprofit
da53c085-2c72-42b8-8e30-1911c688f143,Jessica Green,50-65,Female,jessica.green@example.com,Germany,True,Credit Card,Newsletter,Environment
5819d53d-9b29-43fa-9d25-4565d9beb8de,Isabel Valentine,30-49,Female,isabel.valentine@example.com,New Zealand,False,Paypal,Website,Construction
4570794f-da10-419d-aa67-78baefdbe864,Nathan Graham,30-49,Male,nathan.graham@example.com,UK,False,Paypal,Social Media,Education
039a44f0-a420-4c51-b5c5-8e1533eaeadf,Jody Nunez,50-65,Female,jody.nunez@example.com,France,True,Bank Transfer,Website,Logistics
2d601f95-ebdd-4e45-b85a-bc8ee602689c,Michelle Lee,50-65,Female,michelle.lee@example.com,Brazil,False,Paypal,Social Media,Finance/Banking
9b8bce37-1c61-4786-bf08-b159ba2f34e8,Rachael Roberts,50-65,Female,rachael.roberts@example.com,France,False,Credit Card,Word of mouth,Nonprofit
c81f3ea7-20ca-44b3-99c4-f3d68e54d040,Carlos Gates,30-49,Male,carlos.gates@example.com,France,True,Bank Transfer,Website,Government
1b689cf8-fb3a-4d57-a97b-ff9c35eeec27,Whitney Campbell,50-65,Female,whitney.campbell@example.com,USA,True,Credit Card,Website,Nonprofit
3a565614-1dd2-4d66-9e73-c2445a931b9c,Jason Ortiz,50-65,Male,jason.ortiz@example.com,Netherlands,True,Bank Transfer,Social Media,Environment
3e72a2db-d69f-4f42-8f50-f454b5f2fc7f,Donna Green,50-65,Female,donna.green@example.com,UK,False,Credit Card,Newsletter,Hospitality
c11dca41-f77f-4dec-ad71-8ba1ea04c2c6,Terry Wood,30-49,Male,terry.wood@example.com,Canada,False,Bank Transfer,Word of mouth,Pharmaceuticals
68a4dee8-57e9-4407-b902-e18a690000f5,Judith Smith,50-65,Female,judith.smith@example.com,New Zealand,True,Credit Card,Social Media,Media & Communication
acdbbdea-6b5d-452c-b8a4-06c91a152e5e,Frank Steele,66-80,Male,frank.steele@example.com,Australia,True,Paypal,Website,Technology
5b450329-537f-4640-801f-3e258e1e0591,Michelle Erickson,30-49,Female,michelle.erickson@example.com,New Zealand,False,Bank Transfer,Website,Education
a31d206e-178c-4b2e-bbcb-1757905eea24,Dawn Davis,50-65,Female,dawn.davis@example.com,UK,True,Bank Transfer,Social Media,Finance/Banking
4d1dbc41-2014-44ea-ac29-a50905ceadad,Gary Young,50-65,Male,gary.young@example.com,USA,False,Credit Card,Website,Arts & Culture
061125d6-cb90-4ef8-975c-a5f7e73b3721,Yesenia Crosby,50-65,Female,yesenia.crosby@example.com,Germany,False,Paypal,Newsletter,Science & Research
ba7598b4-7fc4-461b-98e6-0c81a4d8d929,Ms. Nicole Williams,18-29,Female,ms..williams@example.com,Canada,True,Paypal,Website,Finance/Banking
367e421c-6bee-424b-a5b2-2e85d1b5f77b,Manuel Turner,30-49,Male,manuel.turner@example.com,USA,True,Bank Transfer,Website,Education
a20e249f-7bf8-4403-a31d-f1514ff0e8ff,Jacqueline Donaldson,18-29,Female,jacqueline.donaldson@example.com,UK,False,Credit Card,Social Media,Education
5a6e4e4e-0a9b-4983-9f87-6f219f6ffb78,Kevin Green,50-65,Male,kevin.green@example.com,USA,True,Credit Card,Word of mouth,Education
bd9e711d-f638-4dd3-8035-964deda7a4a7,Tara Humphrey,50-65,Female,tara.humphrey@example.com,USA,True,Credit Card,Word of mouth,Technology
28aa54b0-22ba-4596-9230-695323727c10,Evan Moreno,50-65,Male,evan.moreno@example.com,Germany,True,Credit Card,Social Media,Pharmaceuticals
d0c2db73-f551-4582-a22e-50a59bd8feb2,Bruce Williams,18-29,Male,bruce.williams@example.com,USA,True,Paypal,Social Media,Pharmaceuticals
8e03f74c-ad36-4e51-81b1-96971783c7de,Seth Davenport,66-80,Male,seth.davenport@example.com,USA,False,Credit Card,Website,Healthcare
ae3e1056-38ae-4134-96dd-efa272770880,Timothy Campbell,66-80,Male,timothy.campbell@example.com,Finland,True,Paypal,Word of mouth,Finance/Banking
160917c1-9fd7-4511-a10e-eeb815081607,Lisa Juarez,50-65,Female,lisa.juarez@example.com,Brazil,False,Bank Transfer,Local event,Finance/Banking
17bd45d6-4ffc-40a5-a9b2-194e1f917a0d,Emily Stafford,66-80,Female,emily.stafford@example.com,Australia,False,Credit Card,Social Media,Nonprofit
23684940-8ff5-43f9-9ac8-fea4f7b06d88,Wendy Gallagher,30-49,Female,wendy.gallagher@example.com,USA,False,Credit Card,Online advertising,Retail
369f123b-5974-4876-aa89-1f28a37c48a2,Samuel Sandoval,18-29,Male,samuel.sandoval@example.com,UK,False,Bank Transfer,Social Media,Science & Research
72cbf80f-3155-4254-b68f-9b819783be16,Anthony Hernandez,50-65,Male,anthony.hernandez@example.com,South Africa,False,Credit Card,Online advertising,Real Estate
f1e6f714-4219-4ff6-8944-1a1a58e32371,Andrew Green,30-49,Male,andrew.green@example.com,Germany,False,Bank Transfer,Local event,Others
8404ab3b-0efb-49bc-b672-00152c9cb06e,Jeffrey Carney,50-65,Male,jeffrey.carney@example.com,Germany,False,Credit Card,Website,Education
b293c9cd-99f1-4e0c-b4d9-a84f23782b9d,Andrew Kelly,30-49,Male,andrew.kelly@example.com,India,True,Bank Transfer,Online advertising,Pharmaceuticals
958cf9e4-76b1-4927-b302-ca261dcdbf06,John Vasquez,50-65,Male,john.vasquez@example.com,Germany,False,Credit Card,Local event,Education
354b3b1d-2546-4120-bb9f-9260710f9f91,Sharon Martinez,30-49,Female,sharon.martinez@example.com,Canada,False,Credit Card,Social Media,Real Estate
bbbb6bb1-9f5d-4c77-93b2-43e6de8a6931,Sean White,50-65,Male,sean.white@example.com,Canada,True,Bank Transfer,Website,Healthcare
a8a508d1-3b76-4f35-aa3c-cbe290e0551d,Katie Nelson,50-65,Female,katie.nelson@example.com,Germany,False,Paypal,Website,Education
2f1c428d-d561-47ad-87ee-ceec1cde5f14,Laurie Silva,18-29,Female,laurie.silva@example.com,Netherlands,False,Bank Transfer,Website,Education
87c5cfbd-fea4-43ee-ae11-c1b9a8866ea9,Ms. Laura Butler,30-49,Female,ms..butler@example.com,USA,False,Bank Transfer,Local event,Pharmaceuticals
ed18e235-d14a-4630-84d5-e3de37e99b20,Randy Rhodes,30-49,Male,randy.rhodes@example.com,Netherlands,False,Bank Transfer,Website,Government
c1771d11-f9e1-4cf0-a646-bf1efcb9b19c,Allison Maldonado,30-49,Female,allison.maldonado@example.com,USA,True,Paypal,Website,Science & Research
a8e93d19-b406-4d57-a781-ba81ebf5c2bf,Jennifer Garza,50-65,Female,jennifer.garza@example.com,UK,False,Paypal,Local event,Government
6532fb8a-909d-4180-a48d-30c9ab4866c5,Sara Hernandez,30-49,Female,sara.hernandez@example.com,UK,False,Paypal,Website,Finance/Banking
